Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,ID,Volume
188,31,206,Front-wheel drive,Chrysler 3.6L 6 cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,E85,25,Automatic transmission,2011 Chrysler Town and Country Limited,Chrysler,2011 Chrysler Town and Country,2011,283,260,2883,1200568
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country LX,Chrysler,2010 Chrysler Town and Country,2010,197,230,2884,792442
214,23,161,Front-wheel drive,Chrysler 4.0L 6 cylinder 251hp 259 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 Chrysler Town and Country Limited,Chrysler,2010 Chrysler Town and Country,2010,251,259,2885,792442
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country Touring,Chrysler,2010 Chrysler Town and Country,2010,197,230,2886,792442
214,23,161,Front-wheel drive,Chrysler 3.8L 6 cylinder 197hp 230 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country Touring Plus,Chrysler,2010 Chrysler Town and Country,2010,197,230,2887,792442
180,96,85,Rear-wheel drive,Jaguar 4.2L 8 Cylinder 300 hp 310 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,25,Automatic transmission,2010 Jaguar XF,Jaguar,2010 Jaguar XF,2010,300,310,2888,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Jaguar XF Premium,Jaguar,2010 Jaguar XF,2010,385,380,2889,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 470 hp 424 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XF Supercharged,Jaguar,2010 Jaguar XF,2010,470,424,2890,1468800
180,96,85,Rear-wheel drive,Jaguar 5.0L 8 Cylinder 510 hp 461 ft-lbs S-Charged,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2010 Jaguar XFR,Jaguar,2010 Jaguar XF,2010,510,461,2891,1468800
132,57,219,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Patriot Sport,Jeep,2010 Jeep Patriot,2010,158,141,2892,1647756
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport 2.4L,Jeep,2010 Jeep Patriot,2010,172,165,2893,1647756
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport 4x4,Jeep,2010 Jeep Patriot,2010,172,165,2894,1647756
132,57,219,Front-wheel drive,Jeep 2.0L 4 Cylinder 158 hp 141 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,29,Manual transmission,2010 Jeep Patriot Sport Fleet,Jeep,2010 Jeep Patriot,2010,158,141,2895,1647756
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport Fleet 2.4L,Jeep,2010 Jeep Patriot,2010,172,165,2896,1647756
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Sport Fleet 4x4,Jeep,2010 Jeep Patriot,2010,172,165,2897,1647756
132,57,219,Front-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Limited,Jeep,2010 Jeep Patriot,2010,172,165,2898,1647756
132,57,219,Four-wheel drive,Jeep 2.4L 4 Cylinder 172 hp 165 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2010 Jeep Patriot Limited 4x4,Jeep,2010 Jeep Patriot,2010,172,165,2899,1647756
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission,2011 Lotus Elise R,Lotus,2011 Lotus Elise,2011,189,133,2900,3403800
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 217 hp 155 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2011 Lotus Elise SC,Lotus,2011 Lotus Elise,2011,217,155,2901,3403800
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2010 Lotus Elise SC,Lotus,2010 Lotus Elise,2010,218,156,2902,3403800
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 189 hp 133 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission,2009 Lotus Elise,Lotus,2009 Lotus Elise,2009,189,133,2903,3403800
93,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 218 hp 156 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2009 Lotus Elise SC,Lotus,2009 Lotus Elise,2009,218,156,2904,3403800
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu LS,Chevrolet,2011 Chevrolet Malibu,2011,169,160,2905,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu 1LT,Chevrolet,2011 Chevrolet Malibu,2011,169,160,2906,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu 2LT,Chevrolet,2011 Chevrolet Malibu,2011,169,160,2907,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu 2LT V6,Chevrolet,2011 Chevrolet Malibu,2011,252,251,2908,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu LTZ,Chevrolet,2011 Chevrolet Malibu,2011,169,160,2909,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu LTZ V6,Chevrolet,2011 Chevrolet Malibu,2011,252,251,2910,296310
197,244,57,Rear-wheel drive,Lotus 3.5L 6 Cylinder 276 hp 258 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,27,Manual transmission,2011 Lotus Evora,Lotus,2011 Lotus Evora,2011,276,258,2911,2739876
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission,2012 MINI Cooper Countryman,MINI,2012 MINI Countryman,2012,121,114,2912,72072
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,30,Automatic transmission,2012 MINI Cooper Countryman AT,MINI,2012 MINI Countryman,2012,121,114,2913,72072
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,32,Manual transmission,2012 MINI Cooper S Countryman,MINI,2012 MINI Countryman,2012,181,177,2914,85176
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,32,Automatic transmission,2012 MINI Cooper S Countryman AT,MINI,2012 MINI Countryman,2012,181,177,2915,85176
26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,31,Manual transmission,2012 MINI Cooper S Countryman All4,MINI,2012 MINI Countryman,2012,181,177,2916,85176
26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,30,Automatic transmission,2012 MINI Cooper S Countryman All4 AT,MINI,2012 MINI Countryman,2012,181,177,2917,85176
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Manual,28,Gasoline,35,Manual transmission,2011 MINI Cooper Countryman,MINI,2011 MINI Countryman,2011,121,114,2918,72072
26,11,252,Front-wheel drive,Mini 1.6L 4 Cylinder 121 hp 114 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,30,Automatic transmission,2011 MINI Cooper Countryman AT,MINI,2011 MINI Countryman,2011,121,114,2919,72072
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,26,Gasoline,32,Manual transmission,2011 MINI Cooper S Countryman,MINI,2011 MINI Countryman,2011,181,177,2920,85176
26,13,252,Front-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,32,Automatic transmission,2011 MINI Cooper S Countryman AT,MINI,2011 MINI Countryman,2011,181,177,2921,85176
26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Manual,25,Gasoline,31,Manual transmission,2011 MINI Cooper S Countryman All4,MINI,2011 MINI Countryman,2011,181,177,2922,85176
26,13,252,All-wheel drive,Mini 1.6L 4 Cylinder 181 hp 177 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,30,Automatic transmission,2011 MINI Cooper S Countryman All4 AT,MINI,2011 MINI Countryman,2011,181,177,2923,85176
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,2010 Chevrolet Malibu LS,Chevrolet,2010 Chevrolet Malibu,2010,169,160,2924,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 170 hp 158 ft-lbs FFV,TRUE,4,4 Speed Automatic,22,Gasoline,30,Automatic transmission,2010 Chevrolet Malibu Fleet,Chevrolet,2010 Chevrolet Malibu,2010,170,158,2925,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu 1LT,Chevrolet,2010 Chevrolet Malibu,2010,169,160,2926,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu 2LT,Chevrolet,2010 Chevrolet Malibu,2010,169,160,2927,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2010 Chevrolet Malibu 2LT V6,Chevrolet,2010 Chevrolet Malibu,2010,252,251,2928,296310
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 169 hp 160 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu LTZ,Chevrolet,2010 Chevrolet Malibu,2010,169,160,2929,296310
170,7,249,Front-wheel drive,Chevrolet 3.6L 6 Cylinder 252 hp 251 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2010 Chevrolet Malibu LTZ V6,Chevrolet,2010 Chevrolet Malibu,2010,252,251,2930,296310
134,213,191,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2011 Lotus Exige S240,Lotus,2011 Lotus Exige,2011,240,170,2931,5451522
134,213,191,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2011 Lotus Exige S260,Lotus,2011 Lotus Exige,2011,257,174,2932,5451522
146,200,183,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2010 Lotus Exige S240,Lotus,2010 Lotus Exige,2010,240,170,2933,5343600
144,200,191,Rear-wheel drive,Lotus 1.8L 4 Cylinder 240 hp 170 ft-lbs S-charged,TRUE,6,6 Speed Manual,20,Gasoline,26,Manual transmission,2009 Lotus Exige S240,Lotus,2009 Lotus Exige,2009,240,170,2934,5500800
134,213,191,Rear-wheel drive,Lotus 1.8L 4 Cylinder 257 hp 174 ft-lbs S-charged,TRUE,6,6 Speed Manual,21,Gasoline,27,Manual transmission,2009 Lotus Exige S260,Lotus,2009 Lotus Exige,2009,257,174,2935,5451522
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan 1LS,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2936,2056032
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan 2LS,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2937,2056032
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan 1LT,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2938,2056032
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan 2LT,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2939,2056032
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan 1LZ,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2940,2056032
236,44,198,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 125 ft-lbs,TRUE,6,6 Speed Automatic,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan 2LZ,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,125,2941,2056032
170,7,249,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 164 hp 159 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,26,Gasoline,34,Automatic transmission,2010 Chevrolet Malibu Hybrid Fleet,Chevrolet,2010 Chevrolet Malibu Hybrid,2010,164,159,2942,296310
73,17,123,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Coup,Maserati,2011 Maserati GranTurismo Coup,2011,405,339,2943,152643
73,17,123,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Coup S AT,Maserati,2011 Maserati GranTurismo Coup,2011,433,361,2944,152643
73,17,123,Rear-wheel drive,Maserati 4.2L 8 Cylinder 405 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Coup,Maserati,2010 Maserati GranTurismo Coup,2010,405,339,2945,152643
73,17,123,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Coup S AT,Maserati,2010 Maserati GranTurismo Coup,2010,433,361,2946,152643
73,17,54,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Convertible,Maserati,2011 Maserati GranTurismo Convertible,2011,433,361,2947,67014
73,17,123,Rear-wheel drive,Maserati 4.7L 8 Cylinder 433 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Convertible,Maserati,2010 Maserati GranTurismo Convertible,2010,433,361,2948,152643
157,233,102,Rear-wheel drive,Maserati 4.2L 8 Cylinder 400 hp 339 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,20,Automatic transmission,2011 Maserati Quattroporte,Maserati,2011 Maserati Quattroporte,2011,400,339,2949,3731262
157,233,102,Rear-wheel drive,Maserati 4.7L 8 Cylinder 430 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission,2011 Maserati Quattroporte S,Maserati,2011 Maserati Quattroporte,2011,430,361,2950,3731262
142,233,102,Rear-wheel drive,Maserati 4.7L 8 Cylinder 440 hp 361 ft-lbs,TRUE,6,6 Speed Automatic,12,Gasoline,19,Automatic transmission,2011 Maserati Quattroporte Sport GT S,Maserati,2011 Maserati Quattroporte,2011,440,361,2951,3374772
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Sport,Jeep,2011 Jeep Wrangler,2011,202,237,2952,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Sport AT,Jeep,2011 Jeep Wrangler,2011,202,237,2953,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Sport S,Jeep,2011 Jeep Wrangler,2011,202,237,2954,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Sport S AT,Jeep,2011 Jeep Wrangler,2011,202,237,2955,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Sahara,Jeep,2011 Jeep Wrangler,2011,202,237,2956,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Sahara AT,Jeep,2011 Jeep Wrangler,2011,202,237,2957,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Sahara 70th Anniversary,Jeep,2011 Jeep Wrangler,2011,202,237,2958,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Sahara 70th Anniversary AT,Jeep,2011 Jeep Wrangler,2011,202,237,2959,110126
8,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Mojave,Jeep,2011 Jeep Wrangler,2011,202,237,2960,25912
8,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Mojave AT,Jeep,2011 Jeep Wrangler,2011,202,237,2961,25912
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Rubicon,Jeep,2011 Jeep Wrangler,2011,202,237,2962,110126
34,41,79,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Rubicon AT,Jeep,2011 Jeep Wrangler,2011,202,237,2963,110126
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Sport,Jeep,2011 Jeep Wrangler,2011,202,237,2964,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sport AT,Jeep,2011 Jeep Wrangler,2011,202,237,2965,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Sport S,Jeep,2011 Jeep Wrangler,2011,202,237,2966,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sport S AT,Jeep,2011 Jeep Wrangler,2011,202,237,2967,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sport RHD,Jeep,2011 Jeep Wrangler,2011,202,237,2968,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Sahara,Jeep,2011 Jeep Wrangler,2011,202,237,2969,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sahara AT,Jeep,2011 Jeep Wrangler,2011,202,237,2970,26520
39,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary,Jeep,2011 Jeep Wrangler,2011,202,237,2971,172380
39,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Sahara 70th Anniversary AT,Jeep,2011 Jeep Wrangler,2011,202,237,2972,172380
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Mojave,Jeep,2011 Jeep Wrangler,2011,202,237,2973,26520
6,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Mojave AT,Jeep,2011 Jeep Wrangler,2011,202,237,2974,26520
39,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler Unlimited Rubicon,Jeep,2011 Jeep Wrangler,2011,202,237,2975,172380
39,52,85,Four-wheel drive,Jeep 3.8L 6 Cylinder 202 hp 237 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler Unlimited Rubicon AT,Jeep,2011 Jeep Wrangler,2011,202,237,2976,172380
8,41,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler Sport,Jeep,2010 Jeep Wrangler,2010,205,240,2977,18040
8,41,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler Sport AT,Jeep,2010 Jeep Wrangler,2010,205,240,2978,18040
8,64,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler Sahara,Jeep,2010 Jeep Wrangler,2010,205,240,2979,28160
8,64,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler Sahara AT,Jeep,2010 Jeep Wrangler,2010,205,240,2980,28160
8,64,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler Rubicon,Jeep,2010 Jeep Wrangler,2010,205,240,2981,28160
8,64,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler Rubicon AT,Jeep,2010 Jeep Wrangler,2010,205,240,2982,28160
6,57,55,Rear-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Jeep Wrangler Unlimited Sport,Jeep,2010 Jeep Wrangler,2010,205,240,2983,18810
6,57,55,Four-wheel drive,Jeep 3.8L 6 Cylinder 205 hp 240 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler Unlimited Sport 4x4,Jeep,2010 Jeep Wrangler,2010,205,240,2984,18810
